,id,content,tokens,features,sentiment
28,maiara-vilson,Don't give up on dreams.,"['dont', 'give', 'dreams']","{'length': 16, 'lexdiv': 1.0, 'longestword': 'dreams', 'unigram(dont)': True, 'unigram(give)': True, 'unigram(dreams)': True, ""bigram(('dont', 'give'))"": True, ""bigram(('give', 'dreams'))"": True, ""trigram(('dont', 'give', 'dreams'))"": True}",love
29,mila-gleidison,"Lighthouses illuminated my heart, like a spark that turned into an explosion, and time was making our passion so intense...","['lighthouses', 'illuminated', 'heart', 'like', 'spark', 'turned', 'explosion', 'time', 'making', 'passion', 'intense']","{'length': 85, 'lexdiv': 1.0, 'longestword': 'illuminated', 'unigram(lighthouses)': True, 'unigram(illuminated)': True, 'unigram(heart)': True, 'unigram(like)': True, 'unigram(spark)': True, 'unigram(turned)': True, 'unigram(explosion)': True, 'unigram(time)': True, 'unigram(making)': True, 'unigram(passion)': True, 'unigram(intense)': True, ""bigram(('lighthouses', 'illuminated'))"": True, ""bigram(('illuminated', 'heart'))"": True, ""bigram(('heart', 'like'))"": True, ""bigram(('like', 'spark'))"": True, ""bigram(('spark', 'turned'))"": True, ""bigram(('turned', 'explosion'))"": True, ""bigram(('explosion', 'time'))"": True, ""bigram(('time', 'making'))"": True, ""bigram(('making', 'passion'))"": True, ""bigram(('passion', 'intense'))"": True, ""trigram(('lighthouses', 'illuminated', 'heart'))"": True, ""trigram(('illuminated', 'heart', 'like'))"": True, ""trigram(('heart', 'like', 'spark'))"": True, ""trigram(('like', 'spark', 'turned'))"": True, ""trigram(('spark', 'turned', 'explosion'))"": True, ""trigram(('turned', 'explosion', 'time'))"": True, ""trigram(('explosion', 'time', 'making'))"": True, ""trigram(('time', 'making', 'passion'))"": True, ""trigram(('making', 'passion', 'intense'))"": True}",hate
30,camyllaealdair,It is worth making your website for Wedy!,"['worth', 'making', 'website', 'wedy']","{'length': 25, 'lexdiv': 1.0, 'longestword': 'website', 'unigram(worth)': True, 'unigram(making)': True, 'unigram(website)': True, 'unigram(wedy)': True, ""bigram(('worth', 'making'))"": True, ""bigram(('making', 'website'))"": True, ""bigram(('website', 'wedy'))"": True, ""trigram(('worth', 'making', 'website'))"": True, ""trigram(('making', 'website', 'wedy'))"": True}",happiness
31,wwwcristianaemarlom2019-com,"Yes... we hired a decoration package and a lot of things were not done, after a week we took our contract and analyzed some things that were charged and unplaced. The decoration for his part said that he put other things in place... but did not tell us that he was changing on his own and a very important detail that what was left undone was things with higher price than those reported had been put in place. It is always a disappointment because when everything is prepared, every detail, you hope to find everything you dreamed of, every detail is when you see that you missed as much as everything has turned out beautiful... still lacked your detail, lacked what you dreamed of having that day. What to do???","['yes', 'hired', 'decoration', 'package', 'lot', 'things', 'done', 'week', 'took', 'contract', 'analyzed', 'things', 'charged', 'unplaced', 'decoration', 'part', 'said', 'put', 'things', 'place', 'tell', 'us', 'changing', 'important', 'detail', 'left', 'undone', 'things', 'higher', 'price', 'reported', 'put', 'place', 'always', 'disappointment', 'everything', 'prepared', 'every', 'detail', 'hope', 'find', 'everything', 'dreamed', 'every', 'detail', 'see', 'missed', 'much', 'everything', 'turned', 'beautiful', 'still', 'lacked', 'detail', 'lacked', 'dreamed', 'day']","{'length': 399, 'lexdiv': 0.7543859649122807, 'longestword': 'disappointment', 'repeats(decoration)': 2, 'repeats(things)': 4, 'repeats(done)': 2, 'repeats(put)': 2, 'repeats(place)': 3, 'repeats(detail)': 4, 'repeats(everything)': 3, 'repeats(every)': 5, 'repeats(dreamed)': 2, 'repeats(lacked)': 2, 'unigram(yes)': True, 'unigram(hired)': True, 'unigram(decoration)': True, 'unigram(package)': True, 'unigram(lot)': True, 'unigram(things)': True, 'unigram(done)': True, 'unigram(week)': True, 'unigram(took)': True, 'unigram(contract)': True, 'unigram(analyzed)': True, 'unigram(charged)': True, 'unigram(unplaced)': True, 'unigram(part)': True, 'unigram(said)': True, 'unigram(put)': True, 'unigram(place)': True, 'unigram(tell)': True, 'unigram(us)': True, 'unigram(changing)': True, 'unigram(important)': True, 'unigram(detail)': True, 'unigram(left)': True, 'unigram(undone)': True, 'unigram(higher)': True, 'unigram(price)': True, 'unigram(reported)': True, 'unigram(always)': True, 'unigram(disappointment)': True, 'unigram(everything)': True, 'unigram(prepared)': True, 'unigram(every)': True, 'unigram(hope)': True, 'unigram(find)': True, 'unigram(dreamed)': True, 'unigram(see)': True, 'unigram(missed)': True, 'unigram(much)': True, 'unigram(turned)': True, 'unigram(beautiful)': True, 'unigram(still)': True, 'unigram(lacked)': True, 'unigram(day)': True, ""bigram(('yes', 'hired'))"": True, ""bigram(('hired', 'decoration'))"": True, ""bigram(('decoration', 'package'))"": True, ""bigram(('package', 'lot'))"": True, ""bigram(('lot', 'things'))"": True, ""bigram(('things', 'done'))"": True, ""bigram(('done', 'week'))"": True, ""bigram(('week', 'took'))"": True, ""bigram(('took', 'contract'))"": True, ""bigram(('contract', 'analyzed'))"": True, ""bigram(('analyzed', 'things'))"": True, ""bigram(('things', 'charged'))"": True, ""bigram(('charged', 'unplaced'))"": True, ""bigram(('unplaced', 'decoration'))"": True, ""bigram(('decoration', 'part'))"": True, ""bigram(('part', 'said'))"": True, ""bigram(('said', 'put'))"": True, ""bigram(('put', 'things'))"": True, ""bigram(('things', 'place'))"": True, ""bigram(('place', 'tell'))"": True, ""bigram(('tell', 'us'))"": True, ""bigram(('us', 'changing'))"": True, ""bigram(('changing', 'important'))"": True, ""bigram(('important', 'detail'))"": True, ""bigram(('detail', 'left'))"": True, ""bigram(('left', 'undone'))"": True, ""bigram(('undone', 'things'))"": True, ""bigram(('things', 'higher'))"": True, ""bigram(('higher', 'price'))"": True, ""bigram(('price', 'reported'))"": True, ""bigram(('reported', 'put'))"": True, ""bigram(('put', 'place'))"": True, ""bigram(('place', 'always'))"": True, ""bigram(('always', 'disappointment'))"": True, ""bigram(('disappointment', 'everything'))"": True, ""bigram(('everything', 'prepared'))"": True, ""bigram(('prepared', 'every'))"": True, ""bigram(('every', 'detail'))"": True, ""bigram(('detail', 'hope'))"": True, ""bigram(('hope', 'find'))"": True, ""bigram(('find', 'everything'))"": True, ""bigram(('everything', 'dreamed'))"": True, ""bigram(('dreamed', 'every'))"": True, ""bigram(('detail', 'see'))"": True, ""bigram(('see', 'missed'))"": True, ""bigram(('missed', 'much'))"": True, ""bigram(('much', 'everything'))"": True, ""bigram(('everything', 'turned'))"": True, ""bigram(('turned', 'beautiful'))"": True, ""bigram(('beautiful', 'still'))"": True, ""bigram(('still', 'lacked'))"": True, ""bigram(('lacked', 'detail'))"": True, ""bigram(('detail', 'lacked'))"": True, ""bigram(('lacked', 'dreamed'))"": True, ""bigram(('dreamed', 'day'))"": True, ""trigram(('yes', 'hired', 'decoration'))"": True, ""trigram(('hired', 'decoration', 'package'))"": True, ""trigram(('decoration', 'package', 'lot'))"": True, ""trigram(('package', 'lot', 'things'))"": True, ""trigram(('lot', 'things', 'done'))"": True, ""trigram(('things', 'done', 'week'))"": True, ""trigram(('done', 'week', 'took'))"": True, ""trigram(('week', 'took', 'contract'))"": True, ""trigram(('took', 'contract', 'analyzed'))"": True, ""trigram(('contract', 'analyzed', 'things'))"": True, ""trigram(('analyzed', 'things', 'charged'))"": True, ""trigram(('things', 'charged', 'unplaced'))"": True, ""trigram(('charged', 'unplaced', 'decoration'))"": True, ""trigram(('unplaced', 'decoration', 'part'))"": True, ""trigram(('decoration', 'part', 'said'))"": True, ""trigram(('part', 'said', 'put'))"": True, ""trigram(('said', 'put', 'things'))"": True, ""trigram(('put', 'things', 'place'))"": True, ""trigram(('things', 'place', 'tell'))"": True, ""trigram(('place', 'tell', 'us'))"": True, ""trigram(('tell', 'us', 'changing'))"": True, ""trigram(('us', 'changing', 'important'))"": True, ""trigram(('changing', 'important', 'detail'))"": True, ""trigram(('important', 'detail', 'left'))"": True, ""trigram(('detail', 'left', 'undone'))"": True, ""trigram(('left', 'undone', 'things'))"": True, ""trigram(('undone', 'things', 'higher'))"": True, ""trigram(('things', 'higher', 'price'))"": True, ""trigram(('higher', 'price', 'reported'))"": True, ""trigram(('price', 'reported', 'put'))"": True, ""trigram(('reported', 'put', 'place'))"": True, ""trigram(('put', 'place', 'always'))"": True, ""trigram(('place', 'always', 'disappointment'))"": True, ""trigram(('always', 'disappointment', 'everything'))"": True, ""trigram(('disappointment', 'everything', 'prepared'))"": True, ""trigram(('everything', 'prepared', 'every'))"": True, ""trigram(('prepared', 'every', 'detail'))"": True, ""trigram(('every', 'detail', 'hope'))"": True, ""trigram(('detail', 'hope', 'find'))"": True, ""trigram(('hope', 'find', 'everything'))"": True, ""trigram(('find', 'everything', 'dreamed'))"": True, ""trigram(('everything', 'dreamed', 'every'))"": True, ""trigram(('dreamed', 'every', 'detail'))"": True, ""trigram(('every', 'detail', 'see'))"": True, ""trigram(('detail', 'see', 'missed'))"": True, ""trigram(('see', 'missed', 'much'))"": True, ""trigram(('missed', 'much', 'everything'))"": True, ""trigram(('much', 'everything', 'turned'))"": True, ""trigram(('everything', 'turned', 'beautiful'))"": True, ""trigram(('turned', 'beautiful', 'still'))"": True, ""trigram(('beautiful', 'still', 'lacked'))"": True, ""trigram(('still', 'lacked', 'detail'))"": True, ""trigram(('lacked', 'detail', 'lacked'))"": True, ""trigram(('detail', 'lacked', 'dreamed'))"": True, ""trigram(('lacked', 'dreamed', 'day'))"": True}",relief
32,josival-e-delma,dream of princess,"['dream', 'princess']","{'length': 14, 'lexdiv': 1.0, 'longestword': 'princess', 'unigram(dream)': True, 'unigram(princess)': True, ""bigram(('dream', 'princess'))"": True}",surprise
33,bruno-jennifer-2019,"Since we decided to have the party we donated completely, there were many different words, giving up godfather at last minute, hassles but we didn't care about any of this just served us as learning. Today exactly 11 days left and we are eager and mega surprised by what God has done for us and continues to do. Never give up your dreams, because God promises him to fulfill! #noivosanciosos #tachegando #aguentacoração","['since', 'decided', 'party', 'donated', 'completely', 'many', 'different', 'words', 'giving', 'godfather', 'last', 'minute', 'hassles', 'didnt', 'care', 'served', 'us', 'learning', 'today', 'exactly', '11', 'days', 'left', 'eager', 'mega', 'surprised', 'god', 'done', 'us', 'continues', 'never', 'give', 'dreams', 'god', 'promises', 'fulfill', 'noivosanciosos', 'tachegando', 'aguentacoração']","{'length': 276, 'lexdiv': 0.9487179487179487, 'longestword': 'aguentacoração', 'repeats(us)': 2, 'repeats(god)': 3, 'unigram(since)': True, 'unigram(decided)': True, 'unigram(party)': True, 'unigram(donated)': True, 'unigram(completely)': True, 'unigram(many)': True, 'unigram(different)': True, 'unigram(words)': True, 'unigram(giving)': True, 'unigram(godfather)': True, 'unigram(last)': True, 'unigram(minute)': True, 'unigram(hassles)': True, 'unigram(didnt)': True, 'unigram(care)': True, 'unigram(served)': True, 'unigram(us)': True, 'unigram(learning)': True, 'unigram(today)': True, 'unigram(exactly)': True, 'unigram(11)': True, 'unigram(days)': True, 'unigram(left)': True, 'unigram(eager)': True, 'unigram(mega)': True, 'unigram(surprised)': True, 'unigram(god)': True, 'unigram(done)': True, 'unigram(continues)': True, 'unigram(never)': True, 'unigram(give)': True, 'unigram(dreams)': True, 'unigram(promises)': True, 'unigram(fulfill)': True, 'unigram(noivosanciosos)': True, 'unigram(tachegando)': True, 'unigram(aguentacoração)': True, ""bigram(('since', 'decided'))"": True, ""bigram(('decided', 'party'))"": True, ""bigram(('party', 'donated'))"": True, ""bigram(('donated', 'completely'))"": True, ""bigram(('completely', 'many'))"": True, ""bigram(('many', 'different'))"": True, ""bigram(('different', 'words'))"": True, ""bigram(('words', 'giving'))"": True, ""bigram(('giving', 'godfather'))"": True, ""bigram(('godfather', 'last'))"": True, ""bigram(('last', 'minute'))"": True, ""bigram(('minute', 'hassles'))"": True, ""bigram(('hassles', 'didnt'))"": True, ""bigram(('didnt', 'care'))"": True, ""bigram(('care', 'served'))"": True, ""bigram(('served', 'us'))"": True, ""bigram(('us', 'learning'))"": True, ""bigram(('learning', 'today'))"": True, ""bigram(('today', 'exactly'))"": True, ""bigram(('exactly', '11'))"": True, ""bigram(('11', 'days'))"": True, ""bigram(('days', 'left'))"": True, ""bigram(('left', 'eager'))"": True, ""bigram(('eager', 'mega'))"": True, ""bigram(('mega', 'surprised'))"": True, ""bigram(('surprised', 'god'))"": True, ""bigram(('god', 'done'))"": True, ""bigram(('done', 'us'))"": True, ""bigram(('us', 'continues'))"": True, ""bigram(('continues', 'never'))"": True, ""bigram(('never', 'give'))"": True, ""bigram(('give', 'dreams'))"": True, ""bigram(('dreams', 'god'))"": True, ""bigram(('god', 'promises'))"": True, ""bigram(('promises', 'fulfill'))"": True, ""bigram(('fulfill', 'noivosanciosos'))"": True, ""bigram(('noivosanciosos', 'tachegando'))"": True, ""bigram(('tachegando', 'aguentacoração'))"": True, ""trigram(('since', 'decided', 'party'))"": True, ""trigram(('decided', 'party', 'donated'))"": True, ""trigram(('party', 'donated', 'completely'))"": True, ""trigram(('donated', 'completely', 'many'))"": True, ""trigram(('completely', 'many', 'different'))"": True, ""trigram(('many', 'different', 'words'))"": True, ""trigram(('different', 'words', 'giving'))"": True, ""trigram(('words', 'giving', 'godfather'))"": True, ""trigram(('giving', 'godfather', 'last'))"": True, ""trigram(('godfather', 'last', 'minute'))"": True, ""trigram(('last', 'minute', 'hassles'))"": True, ""trigram(('minute', 'hassles', 'didnt'))"": True, ""trigram(('hassles', 'didnt', 'care'))"": True, ""trigram(('didnt', 'care', 'served'))"": True, ""trigram(('care', 'served', 'us'))"": True, ""trigram(('served', 'us', 'learning'))"": True, ""trigram(('us', 'learning', 'today'))"": True, ""trigram(('learning', 'today', 'exactly'))"": True, ""trigram(('today', 'exactly', '11'))"": True, ""trigram(('exactly', '11', 'days'))"": True, ""trigram(('11', 'days', 'left'))"": True, ""trigram(('days', 'left', 'eager'))"": True, ""trigram(('left', 'eager', 'mega'))"": True, ""trigram(('eager', 'mega', 'surprised'))"": True, ""trigram(('mega', 'surprised', 'god'))"": True, ""trigram(('surprised', 'god', 'done'))"": True, ""trigram(('god', 'done', 'us'))"": True, ""trigram(('done', 'us', 'continues'))"": True, ""trigram(('us', 'continues', 'never'))"": True, ""trigram(('continues', 'never', 'give'))"": True, ""trigram(('never', 'give', 'dreams'))"": True, ""trigram(('give', 'dreams', 'god'))"": True, ""trigram(('dreams', 'god', 'promises'))"": True, ""trigram(('god', 'promises', 'fulfill'))"": True, ""trigram(('promises', 'fulfill', 'noivosanciosos'))"": True, ""trigram(('fulfill', 'noivosanciosos', 'tachegando'))"": True, ""trigram(('noivosanciosos', 'tachegando', 'aguentacoração'))"": True}",hate
34,gabriela-ronaldo-2020,😍😍😍,['😍😍😍'],"{'length': 3, 'lexdiv': 1.0, 'longestword': '😍😍😍', 'unigram(😍😍😍)': True}",neutral
35,fernando-josy,I can't help but dream,"['cant', 'help', 'dream']","{'length': 15, 'lexdiv': 1.0, 'longestword': 'dream', 'unigram(cant)': True, 'unigram(help)': True, 'unigram(dream)': True, ""bigram(('cant', 'help'))"": True, ""bigram(('help', 'dream'))"": True, ""trigram(('cant', 'help', 'dream'))"": True}",worry
36,marli-tiago,S2,['s2'],"{'length': 2, 'lexdiv': 1.0, 'longestword': 's2', 'unigram(s2)': True}",neutral
37,aline-marcelo-22-06-2019,May God bless the union!!,"['may', 'god', 'bless', 'union']","{'length': 19, 'lexdiv': 1.0, 'longestword': 'union', 'unigram(may)': True, 'unigram(god)': True, 'unigram(bless)': True, 'unigram(union)': True, ""bigram(('may', 'god'))"": True, ""bigram(('god', 'bless'))"": True, ""bigram(('bless', 'union'))"": True, ""trigram(('may', 'god', 'bless'))"": True, ""trigram(('god', 'bless', 'union'))"": True}",relief
38,edsonekelen,One of the most important days of our lives 💓,"['one', 'important', 'days', 'lives', '💓']","{'length': 26, 'lexdiv': 1.0, 'longestword': 'important', 'unigram(one)': True, 'unigram(important)': True, 'unigram(days)': True, 'unigram(lives)': True, 'unigram(💓)': True, ""bigram(('one', 'important'))"": True, ""bigram(('important', 'days'))"": True, ""bigram(('days', 'lives'))"": True, ""bigram(('lives', '💓'))"": True, ""trigram(('one', 'important', 'days'))"": True, ""trigram(('important', 'days', 'lives'))"": True, ""trigram(('days', 'lives', '💓'))"": True}",worry
39,edsonekelen,"It's been a year since we realized our dream... the big day. It was an unforgettable night, where everything worked out... with a lot of anxiety and a thousand heart!","['year', 'since', 'realized', 'dream', 'big', 'day', 'unforgettable', 'night', 'everything', 'worked', 'lot', 'anxiety', 'thousand', 'heart']","{'length': 98, 'lexdiv': 1.0, 'longestword': 'unforgettable', 'unigram(year)': True, 'unigram(since)': True, 'unigram(realized)': True, 'unigram(dream)': True, 'unigram(big)': True, 'unigram(day)': True, 'unigram(unforgettable)': True, 'unigram(night)': True, 'unigram(everything)': True, 'unigram(worked)': True, 'unigram(lot)': True, 'unigram(anxiety)': True, 'unigram(thousand)': True, 'unigram(heart)': True, ""bigram(('year', 'since'))"": True, ""bigram(('since', 'realized'))"": True, ""bigram(('realized', 'dream'))"": True, ""bigram(('dream', 'big'))"": True, ""bigram(('big', 'day'))"": True, ""bigram(('day', 'unforgettable'))"": True, ""bigram(('unforgettable', 'night'))"": True, ""bigram(('night', 'everything'))"": True, ""bigram(('everything', 'worked'))"": True, ""bigram(('worked', 'lot'))"": True, ""bigram(('lot', 'anxiety'))"": True, ""bigram(('anxiety', 'thousand'))"": True, ""bigram(('thousand', 'heart'))"": True, ""trigram(('year', 'since', 'realized'))"": True, ""trigram(('since', 'realized', 'dream'))"": True, ""trigram(('realized', 'dream', 'big'))"": True, ""trigram(('dream', 'big', 'day'))"": True, ""trigram(('big', 'day', 'unforgettable'))"": True, ""trigram(('day', 'unforgettable', 'night'))"": True, ""trigram(('unforgettable', 'night', 'everything'))"": True, ""trigram(('night', 'everything', 'worked'))"": True, ""trigram(('everything', 'worked', 'lot'))"": True, ""trigram(('worked', 'lot', 'anxiety'))"": True, ""trigram(('lot', 'anxiety', 'thousand'))"": True, ""trigram(('anxiety', 'thousand', 'heart'))"": True}",relief
40,casamentoeliana-marlon,We look forward to our day! enjoying every moment,"['look', 'forward', 'day', 'enjoying', 'every', 'moment']","{'length': 38, 'lexdiv': 1.0, 'longestword': 'enjoying', 'unigram(look)': True, 'unigram(forward)': True, 'unigram(day)': True, 'unigram(enjoying)': True, 'unigram(every)': True, 'unigram(moment)': True, ""bigram(('look', 'forward'))"": True, ""bigram(('forward', 'day'))"": True, ""bigram(('day', 'enjoying'))"": True, ""bigram(('enjoying', 'every'))"": True, ""bigram(('every', 'moment'))"": True, ""trigram(('look', 'forward', 'day'))"": True, ""trigram(('forward', 'day', 'enjoying'))"": True, ""trigram(('day', 'enjoying', 'every'))"": True, ""trigram(('enjoying', 'every', 'moment'))"": True}",happiness
41,flael2019,Our wonderful sweet table!!!,"['wonderful', 'sweet', 'table']","{'length': 21, 'lexdiv': 1.0, 'longestword': 'wonderful', 'unigram(wonderful)': True, 'unigram(sweet)': True, 'unigram(table)': True, ""bigram(('wonderful', 'sweet'))"": True, ""bigram(('sweet', 'table'))"": True, ""trigram(('wonderful', 'sweet', 'table'))"": True}",love
42,ingrid-denis-2019,Marriage yes,"['marriage', 'yes']","{'length': 12, 'lexdiv': 1.0, 'longestword': 'marriage', 'unigram(marriage)': True, 'unigram(yes)': True, ""bigram(('marriage', 'yes'))"": True}",worry
43,rodrigo-luana-2017,Souvenir 😍 Godfather Box,"['souvenir', '😍', 'godfather', 'box']","{'length': 24, 'lexdiv': 1.0, 'longestword': 'godfather', 'unigram(souvenir)': True, 'unigram(😍)': True, 'unigram(godfather)': True, 'unigram(box)': True, ""bigram(('souvenir', '😍'))"": True, ""bigram(('😍', 'godfather'))"": True, ""bigram(('godfather', 'box'))"": True, ""trigram(('souvenir', '😍', 'godfather'))"": True, ""trigram(('😍', 'godfather', 'box'))"": True}",happiness
44,elder-amanda,Now we're just a little short. Heart to a thousand. 1 month left.,"['little', 'short', 'heart', 'thousand', '1', 'month', 'left']","{'length': 40, 'lexdiv': 1.0, 'longestword': 'thousand', 'unigram(little)': True, 'unigram(short)': True, 'unigram(heart)': True, 'unigram(thousand)': True, 'unigram(1)': True, 'unigram(month)': True, 'unigram(left)': True, ""bigram(('little', 'short'))"": True, ""bigram(('short', 'heart'))"": True, ""bigram(('heart', 'thousand'))"": True, ""bigram(('thousand', '1'))"": True, ""bigram(('1', 'month'))"": True, ""bigram(('month', 'left'))"": True, ""trigram(('little', 'short', 'heart'))"": True, ""trigram(('short', 'heart', 'thousand'))"": True, ""trigram(('heart', 'thousand', '1'))"": True, ""trigram(('thousand', '1', 'month'))"": True, ""trigram(('1', 'month', 'left'))"": True}",relief
45,thaila-nama,We look forward to our big day 💕🕺💃,"['look', 'forward', 'big', 'day', '💕🕺💃']","{'length': 24, 'lexdiv': 1.0, 'longestword': 'forward', 'unigram(look)': True, 'unigram(forward)': True, 'unigram(big)': True, 'unigram(day)': True, 'unigram(💕🕺💃)': True, ""bigram(('look', 'forward'))"": True, ""bigram(('forward', 'big'))"": True, ""bigram(('big', 'day'))"": True, ""bigram(('day', '💕🕺💃'))"": True, ""trigram(('look', 'forward', 'big'))"": True, ""trigram(('forward', 'big', 'day'))"": True, ""trigram(('big', 'day', '💕🕺💃'))"": True}",love
46,antonio-ednalva,ONLY LOVE IS ABLE TO TRANSORD TO MOVE TO ACCOMPLISH.,"['love', 'able', 'transord', 'move', 'accomplish']","{'length': 34, 'lexdiv': 1.0, 'longestword': 'accomplish', 'unigram(love)': True, 'unigram(able)': True, 'unigram(transord)': True, 'unigram(move)': True, 'unigram(accomplish)': True, ""bigram(('love', 'able'))"": True, ""bigram(('able', 'transord'))"": True, ""bigram(('transord', 'move'))"": True, ""bigram(('move', 'accomplish'))"": True, ""trigram(('love', 'able', 'transord'))"": True, ""trigram(('able', 'transord', 'move'))"": True, ""trigram(('transord', 'move', 'accomplish'))"": True}",love
